id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1019,60,RL,115,29029.92676,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.692255,5,1999.000684,2000.000684,Hip,CompShg,Plywood,MetalSd,None,1084.411365,Fa,Po,PConc,Ex,TA,Gd,LwQ,960.157822,Unf,0,909.524177,1869.681999,GasA,Ex,Y,SBrkr,1801.148745,1578.11661,0,3379.265355,0.692255,0,3,1,4,1,Fa,10.61549,Typ,1,Po,Basment,1999,NA,3,872.549664,TA,TA,Y,265.906826,104.928021,0,0,59.087021,0,NA,NA,NA,0,5.153531,2006.923235,Oth,Normal,612054.0953
1020,58.715079,RL,107,13940.46948,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.032123,5,2008,2008.967877,Hip,CompShg,VinylSd,VinylSd,Stone,416.80444,Ex,TA,PConc,Ex,TA,Gd,Unf,56.761406,Unf,17.314317,1703.611607,1777.68733,GasA,Ex,Y,SBrkr,1755.458188,1053.050136,0,2808.508325,0.032123,0,2.967877,0.967877,3.935754,1,Ex,11.935754,Typ,1.032123,Gd,BuiltIn,2009,RFn,3,1008.821183,TA,TA,Y,50.329602,166.851942,0,0,191.293293,0,NA,NA,NA,0,1.096369,2009,New,Partial,582035.7072
1021,60,RL,182,16908.98712,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.112619,1994.943691,1996.506785,Gable,CompShg,VinylSd,VinylSd,BrkFace,507.238807,Gd,TA,PConc,Gd,TA,No,GLQ,726.839921,Unf,10.135693,734.428057,1471.403671,GasA,Ex,Y,SBrkr,1501.036644,1273.480302,0,2774.516946,1,0,2,1,4,1,Ex,8.943691,Typ,1,TA,Attchd,1995,Fin,3,804.425369,TA,TA,Y,29.111963,142.058342,190.6255,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,402943.6906
1022,60,RL,116,32957.8859,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.871868,5,1996.665713,1997.665713,Hip,CompShg,MetalSd,ImStucc,BrkFace,1255.762273,Gd,Gd,PConc,Ex,TA,Gd,LwQ,1209.281208,Unf,0,695.604961,1904.886169,GasA,Ex,Y,SBrkr,1818.571216,1705.282693,0,3523.853909,0.871868,0,3,1,4,1,Gd,10.256264,Typ,1,TA,Attchd,1997,Fin,3,834.292071,TA,TA,Y,321.407277,88.044388,0,0,24.601304,0,NA,NA,NA,0,6.231209,2006.384395,WD,Normal,619609.88
1023,60,RL,66,14035.73068,Pave,NA,IR2,Low,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,9.720592,5,2006.558816,2006.558816,Hip,CompShg,VinylSd,VinylSd,None,817.811602,Ex,TA,PConc,Ex,TA,Gd,Rec,371.612803,Unf,0,1050.122338,1421.735141,GasA,Ex,Y,SBrkr,1439.970406,1440.206909,0,2880.177316,0.279408,0,2.720592,1,3,1,Fa,10.279408,Typ,1,Gd,Basment,2007,Fin,3,701.631563,TA,TA,Y,173.559064,18.440936,26.661899,0,0,0,NA,NA,NA,0,10.279408,2006.558816,New,Partial,440870.2522
1024,60,RL,84,10833.22446,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,8.692088,5,2006.346044,2007.346044,Gambrel,CompShg,VinylSd,VinylSd,Stone,316.469006,Fa,TA,PConc,Ex,TA,Gd,GLQ,1194.985723,Unf,0,345.759786,1540.745509,GasA,Ex,Y,SBrkr,1561.508151,1094.854013,0,2656.362164,1,0,2.653956,0.346044,3.653956,1,Fa,10.307912,Typ,1,NA,BuiltIn,2007,NA,3,980.714931,TA,TA,Y,149.569126,140.53956,0,0,0,0,NA,NA,NA,0,5.384176,2007.346044,New,Partial,425261.0297
1025,60,RL,124,14289.08431,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.585459,5,1999.683673,2000.683673,Gable,CompShg,VinylSd,VinylSd,BrkFace,598.502538,Gd,TA,PConc,Fa,TA,Mn,GLQ,880.445126,Unf,0,645.955375,1526.400501,GasA,Ex,Y,SBrkr,1538.007646,1182.224507,0,2720.232153,1,0,2,1,3.414541,1,Ex,9.585459,Typ,1.585459,NA,Basment,2000,Fin,3,760.821436,TA,TA,Y,234.18364,60.522971,83.737262,0,0,0,NA,NA,NA,0,4.658164,2008.414541,WD,Normal,408561.8615
1026,49.718116,RL,98,12530.03627,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Unf,9.485906,5,2003.144294,2004.144294,Gambrel,CompShg,Stone,Stone,Stone,202.083189,Fa,TA,PConc,Fa,TA,Gd,GLQ,1267.404692,Unf,0,804.792803,2072.197495,GasA,Ex,Y,SBrkr,2123.971988,438.342212,0,2562.3142,1,0,2.257047,0.742953,3.257047,1,Fa,9.257047,Typ,1,Fa,Basment,2004,NA,2.742953,768.885871,TA,TA,Y,213.479203,118.834221,74.800706,0,0,0,NA,NA,NA,0,7.228859,2007.742953,Oth,Partial,427028.1884
1027,58.389498,RL,118,34941.50239,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995.523413,1996.483151,Hip,CompShg,HdBoard,HdBoard,BrkFace,1330.570703,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1402.299773,Unf,21.701521,552.864328,1976.865621,GasA,Ex,Y,SBrkr,1853.989923,1723.68844,0,3577.678362,1,0,2.959737,0.959737,3.919475,1,Gd,10,Typ,1.040263,TA,Attchd,1996,Fin,3,801.564554,TA,TA,Y,346.465215,75.83895,0,0,6.844635,0,NA,NA,NA,0,6.879212,2006.120788,WD,Normal,622181.6207
1028,58.462373,RM,93,19477.09834,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NridgHt,Feedr,Norm,1Fam,2.5Fin,10,7.797263,1924.77457,1995.706157,Gambrel,Tar&Grv,Wd Sdng,Wd Sdng,None,211.982309,Fa,Po,CBlock,NA,TA,Mn,Rec,385.47705,Unf,0,1180.366927,1565.843977,GasA,Ex,Y,SBrkr,1853.262801,1061.561496,400.00868,3314.832977,0.300684,0,2,1,3.398632,1,Ex,10.797263,Typ,2,Po,CarPort,1995,Unf,3,829.175371,Gd,TA,Y,94.414816,223.917905,0,0,286.719508,0,NA,GdWo,NA,0,5.097948,2006.300684,WD,Normal,472444.1849
1029,37.203023,RL,124,14618.22893,Pave,NA,IR3,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8,5,2001.269169,2001.699244,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,431.339901,Gd,TA,PConc,Gd,TA,Mn,NA,296.322073,Unf,0,1435.252179,1731.574252,GasA,Fa,Y,SBrkr,1765.273496,560.818553,0,2326.092049,0.430076,0,2,0.430076,3.430076,1,Fa,9,Typ,1,NA,Attchd,2001,Fin,3,858.443576,TA,TA,Y,179.526193,88.437633,86.875267,0,0,0,NA,NA,NA,0,7,2007.860151,Oth,Partial,398440.6046
1030,34.929191,RL,21,12776.06445,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2.5Fin,8.62677,5,2006,2007,Gambrel,CompShg,MetalSd,MetalSd,None,324.330744,Fa,TA,PConc,Ex,TA,Gd,Rec,429.214245,Unf,0,1447.320251,1876.534495,GasA,Ex,Y,SBrkr,1876.534495,508.338958,0,2384.873453,0.37323,0,2.37323,0.62677,3.37323,1,Fa,9.119689,Typ,1,Gd,Basment,2007,NA,3,851.433529,TA,TA,Y,124.37323,115.16857,0,0,89.001372,0,NA,NA,NA,0,4.62677,2007,New,Partial,418870.5554
1031,30.982563,RL,93,11943.26375,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2.5Fin,8,5,1995.843897,1996.843897,Hip,CompShg,HdBoard,HdBoard,None,93.351788,Gd,TA,PConc,Fa,TA,NA,GLQ,1208.760309,Unf,0,1515.145571,2723.90588,GasA,Ex,Y,SBrkr,2744.218086,373.956281,0,3118.174367,1,0,3,0,4,1,Gd,10.274564,Typ,1,NA,Basment,1996,RFn,2.274564,684.929426,TA,TA,Y,225.835592,93.944922,211.101852,0,0,0,NA,NA,NA,0,4.725436,2007,Oth,Normal,428591.4863
1032,37.140284,RL,90,11523.46113,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2.5Fin,8,5,1997.999099,1998.999099,Hip,CompShg,MetalSd,MetalSd,None,145.692415,Gd,TA,PConc,Fa,TA,NA,GLQ,1196.290925,Unf,0,1260.677758,2456.968683,GasA,Ex,Y,SBrkr,2472.970484,583.626675,0,3056.597159,1,0,3,0,4,1,Gd,10.428507,Typ,1,NA,Basment,1998,RFn,2.428507,762.824594,TA,TA,Y,204.437513,104.56699,166.304433,0,0,0,NA,NA,NA,0,4.571493,2007,Oth,Normal,427801.7586
1033,25.428756,RL,105,15221.99288,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.864281,5,2008,2008.135719,Hip,CompShg,VinylSd,VinylSd,Stone,230.401036,Ex,TA,PConc,Ex,TA,Gd,LwQ,1527.184686,BLQ,465.847508,916.390089,2909.422283,GasA,Ex,Y,SBrkr,2311.339768,147.662174,0,2459.001942,0.864281,0,2.135719,0.135719,2.271438,1,Ex,10.271438,Typ,1.864281,Gd,Attchd,2008,Fin,3,719.230181,TA,TA,Y,7.057383,85.300453,0,0,172.985816,0,NA,NA,NA,0,3.592843,2009,WD,Normal,558791.0363
1034,22.542473,RL,114,14164.92524,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8.936438,5,2006,2007,Gable,CompShg,CemntBd,HdBoard,BrkFace,316.589045,Ex,TA,PConc,Ex,TA,Gd,Unf,73.096092,Unf,0,2006.270917,2079.367009,GasA,Ex,Y,SBrkr,2079.367009,86.571197,0,2165.938206,0.063562,0,2.063562,0.936438,3.063562,1,Ex,8.190685,Typ,1,Ex,Attchd,2007,Fin,3,752.339782,TA,TA,Y,124.063562,100.923844,0,0,132.974222,0,NA,NA,NA,0,4.936438,2007,New,Partial,415906.4137
1035,24.8864,RL,105,15242.87362,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.87784,5,2008,2008.12216,Hip,CompShg,VinylSd,VinylSd,Stone,227.363838,Ex,TA,PConc,Ex,TA,Gd,GLQ,1551.143298,BLQ,473.155766,903.56335,2927.862414,GasA,Ex,Y,SBrkr,2320.397127,132.910069,0,2453.307196,0.87784,0,2.12216,0.12216,2.24432,1,Ex,10.24432,Typ,1.87784,Gd,Attchd,2008,Fin,3,714.511676,TA,TA,Y,6.352319,83.971679,0,0,172.68752,0,NA,NA,NA,0,3.63352,2009,WD,Normal,558412.295
1036,40.417286,RL,129,14691.51412,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,2000.385246,2000.895679,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,441.866611,Gd,TA,PConc,Gd,TA,Mn,NA,351.68775,Unf,0,1341.877844,1693.565594,GasA,Fa,Y,SBrkr,1726.461272,665.603521,0,2392.064794,0.510432,0,2,0.510432,3.510432,1,Fa,9,Typ,1,Po,Attchd,2000,Fin,3,851.613267,TA,TA,Y,154.213873,96.553647,103.107294,0,0,0,NA,NA,NA,0,7,2008.020864,Oth,Normal,399083.4572
1037,60,RL,92,11988.52995,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,9.613017,5,2006.806509,2007.806509,Gable,CompShg,VinylSd,VinylSd,Stone,285.157419,Ex,TA,PConc,Ex,TA,Av,GLQ,1254.846112,Unf,0,385.359735,1640.205847,GasA,Ex,Y,SBrkr,1688.59636,739.375399,0,2427.971759,1,0,2.193491,0.806509,3.193491,1,Ex,9.386983,Typ,1,Fa,BuiltIn,2008,Fin,3,885.859239,TA,TA,Y,182.262107,135.934914,0,0,0,0,NA,NA,NA,0,7.226034,2007.806509,New,Partial,425781.3547
1038,50.652752,RL,74,13450.65561,Pave,NA,IR2,HLS,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2.5Unf,9.532638,5,2002.728463,2002.962144,Hip,CompShg,Stone,Stone,BrkFace,790.074682,Ex,TA,PConc,Ex,TA,Mn,Rec,287.661558,Unf,0,1540.627791,1828.28935,GasA,Ex,Y,SBrkr,1847.093524,1164.038256,0,3011.13178,0.233681,0,3,0.766319,3.233681,1,Gd,10,Typ,1,Gd,BuiltIn,2003,Fin,2.766319,618.800286,TA,TA,Y,208.825046,17.52609,96.355025,0,0,0,NA,NA,NA,0,8.831594,2006.233681,New,Partial,436728.2791
1039,60,RL,43,34988.83513,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,6.262334,1994.368833,2001.680504,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,519.885675,Gd,TA,PConc,Gd,NA,No,GLQ,1113.144263,Rec,113.61007,340.650565,1567.404899,GasA,Ex,Y,SBrkr,1613.708743,961.907455,0,2575.616198,1,0,2,1,4,1,Fa,8.368833,Typ,1,TA,Attchd,1994,NA,3,747.514461,TA,TA,Y,326.313369,101.818306,74.504254,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,402368.8329
1040,35.739132,RL,86,12796.06102,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Fin,9.606522,5,2003.754348,2004.36087,Hip,CompShg,VinylSd,VinylSd,None,533.049982,Ex,TA,PConc,Ex,TA,Gd,GLQ,1300.886959,Unf,0,867.415166,2168.302125,GasA,Ex,Y,SBrkr,2177.745604,486.73266,0,2664.478264,1,0,2,1,2.393478,1,Ex,9.180435,Typ,1.606522,Gd,Attchd,2004,NA,3,825.247828,TA,TA,Y,240.026079,110.882606,0,0,0,0,NA,NA,NA,0,6.147826,2007.393478,Oth,Normal,458536.3926
1041,35.074882,RL,130,29779.64951,Pave,NA,IR3,Low,AllPub,FR3,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,9.246256,5,2006.11564,2006.11564,Hip,CompShg,Stone,Wd Sdng,None,351.879436,Ex,TA,PConc,Fa,TA,Gd,BLQ,1634.717911,GLQ,335.865966,579.212885,2549.796762,GasA,Ex,Y,SBrkr,2133.667101,598.849685,0,2732.516787,1,0,2.376872,0.376872,2.753744,1,Ex,10.753744,Sev,1.623128,Gd,Basment,2006,Fin,3,735.691376,TA,TA,Y,189.566641,58.432606,0,0,185.074882,0,NA,NA,NA,0,4.753744,2009.376872,WD,Normal,548593.1752
1042,38.130581,RL,99,12593.18833,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Fin,8.906529,5,1998.798968,1999.798968,Gambrel,CompShg,MetalSd,MetalSd,None,123.287954,Fa,TA,PConc,Fa,TA,Mn,GLQ,1253.209962,Unf,0,1258.734474,2511.944436,GasA,Ex,Y,SBrkr,2554.448901,267.426076,0,2821.874977,1,0,2.546735,0.453265,3.546735,1,Fa,9.546735,Typ,1,Fa,Basment,1999,NA,2.453265,681.97936,TA,TA,Y,233.178012,101.742608,159.10002,0,0,0,NA,NA,NA,0,6.359794,2007.453265,Oth,Normal,428186.9419
1043,60,RL,48,41652.14787,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,6.686061,1994.15697,2003.587273,Hip,CompShg,VinylSd,VinylSd,BrkFace,524.546668,Gd,TA,PConc,Gd,Gd,No,GLQ,1255.516402,Rec,151.745465,195.524203,1602.78607,GasA,Ex,Y,SBrkr,1655.233951,847.077545,0,2502.311495,1,0,2,1,4,1,Gd,8.15697,Typ,1,TA,Attchd,1994,RFn,3,726.539994,TA,TA,Y,435.846696,86.987875,31.707867,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,402156.9696
1044,35.131684,RL,87,12742.1804,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Fin,9.621708,5,2003.648045,2004.269753,Hip,CompShg,VinylSd,VinylSd,None,539.686348,Ex,TA,PConc,Ex,TA,Gd,GLQ,1300.158021,Unf,0,886.078998,2186.237019,GasA,Ex,Y,SBrkr,2195.316029,467.947339,0,2663.263369,1,0,2,1,2.378292,1,Ex,9.134876,Typ,1.621708,Gd,Attchd,2004,NA,3,824.427774,TA,TA,Y,242.881083,112.006384,0,0,0,0,NA,NA,NA,0,6.026337,2007.378292,Oth,Normal,458843.746
1045,60,RL,109,18590.54526,Pave,NA,IR3,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.214895,5,2005.206361,2006.206361,Hip,CompShg,Stucco,Stone,Stone,629.010114,Ex,TA,PConc,Ex,TA,Gd,Rec,298.059777,Unf,0,1478.059701,1776.119478,GasA,Ex,Y,SBrkr,1754.844844,1240.14587,0,2994.990714,0.214895,0,3,1,4,1,Ex,11.570209,Typ,1,NA,BuiltIn,2006,RFn,3,974.227302,TA,TA,Y,118.402647,149.799842,0,0,150.740103,0,NA,NA,NA,0,2.289372,2008.355314,New,Partial,591973.0005
1046,24.705965,RL,110,19910.2551,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,9.764702,5,2007.411754,2007.411754,Hip,CompShg,Stucco,VinylSd,Stone,247.412597,Ex,TA,PConc,Ex,TA,Gd,GLQ,1725.705157,BLQ,475.587122,722.822385,2924.114665,GasA,Ex,Y,SBrkr,2318.233824,186.944458,0,2505.178282,1,0,2.117649,0.117649,2.235298,1,Ex,10.235298,Typ,1.882351,Gd,Attchd,2007,Fin,3,691.882702,TA,TA,Y,59.177509,67.764632,0,0,174.705965,0,NA,NA,NA,0,4.235298,2009.117649,WD,Normal,552999.9649
1047,38.1524,RL,128,14639.87473,Pave,NA,IR3,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8,5,2001.00809,2001.4619,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,434.449111,Gd,TA,PConc,Gd,TA,Mn,NA,312.675094,Unf,0,1407.672774,1720.347867,GasA,Fa,Y,SBrkr,1753.809767,591.768247,0,2345.578014,0.45381,0,2,0.45381,3.45381,1,Fa,9,Typ,1,NA,Attchd,2001,Fin,3,856.42615,TA,TA,Y,172.049848,90.834811,91.669621,0,0,0,NA,NA,NA,0,7,2007.90762,Oth,Partial,398630.48
1048,38.424882,RL,128,14646.0873,Pave,NA,IR3,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8,5,2000.933158,2001.39378,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,435.341487,Gd,TA,PConc,Gd,TA,Mn,NA,317.368586,Unf,0,1399.757189,1717.125775,GasA,Fa,Y,SBrkr,1750.519554,600.651141,0,2351.170695,0.460622,0,2,0.460622,3.460622,1,Fa,9,Typ,1,NA,Attchd,2001,Fin,3,855.847127,TA,TA,Y,169.904057,91.522826,93.045652,0,0,0,NA,NA,NA,0,7,2007.921244,Oth,Partial,398684.9763
1049,60,RL,90,11708.65754,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Fam,2Story,9.389922,5,2006.694961,2007.694961,Gambrel,CompShg,VinylSd,VinylSd,Stone,292.742641,Fa,TA,PConc,Ex,TA,Av,GLQ,1240.34495,Unf,0,375.766659,1616.111609,GasA,Ex,Y,SBrkr,1657.809279,825.489989,0,2483.299267,1,0,2.305039,0.694961,3.305039,1,Fa,9.610078,Typ,1,Gd,BuiltIn,2007,NA,3,908.838002,TA,TA,Y,174.342242,137.050388,0,0,0,0,NA,NA,NA,0,6.779845,2007.694961,New,Partial,425655.3061
1050,30.567302,RL,108,14248.69289,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,9,5,2005.207452,2006.207452,Gable,CompShg,MetalSd,ImStucc,BrkFace,407.199712,Fa,TA,PConc,Ex,TA,Gd,Rec,268.409476,Unf,0,1707.554301,1975.963777,GasA,Ex,Y,SBrkr,1975.963777,289.544081,0,2265.507858,0.264183,0,2,1,3,1,Ex,8.528365,Typ,1.264183,Fa,Basment,2006,Fin,3,730.414905,TA,TA,Y,196.914385,72.11011,0,0,104.486077,0,NA,NA,NA,0,4.471635,2007.264183,Oth,Partial,414558.8172
1051,60,RL,109,20494.40875,Pave,NA,IR3,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.301953,5,2004.074612,2005.074612,Hip,CompShg,Stone,Stone,None,712.063101,Fa,Po,PConc,Ex,TA,Gd,Rec,418.808722,Unf,0,1374.374053,1793.182775,GasA,Ex,Y,SBrkr,1763.289435,1301.782679,0,3065.072113,0.301953,0,3,1,4,1,Fa,11.396094,Typ,1,NA,Basment,2005,NA,3,955.684025,TA,TA,Y,145.303457,141.616424,0,0,134.025036,0,NA,NA,NA,0,2.811718,2008.094141,Oth,Partial,595635.2542
1052,44.729474,RL,106,14478.91524,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Unf,9.381763,5,2008,2008.618237,Hip,CompShg,VinylSd,VinylSd,Stone,338.485056,Ex,TA,PConc,Ex,TA,Gd,NA,674.575473,NA,205.770334,1372.852067,2253.197874,GasA,Ex,Y,SBrkr,1989.017779,672.641701,0,2661.65948,0.381763,0,2.618237,0.618237,3.236474,1,Ex,11.236474,Typ,1.381763,Gd,Basment,2009,NA,3,887.146426,TA,TA,Y,32.148317,132.587212,0,0,183.601211,0,NA,NA,NA,0,2.145289,2009,Oth,Partial,572269.2101
1053,48.524881,RL,313,42581.69477,Pave,NA,IR3,Low,AllPub,FR2,Mod,SawyerW,Norm,Norm,1Fam,2.5Unf,8.573756,5,2004.43439,2004.43439,Hip,CompShg,MetalSd,Wd Sdng,None,487.388175,Ex,TA,PConc,Fa,TA,Gd,BLQ,1516.69417,NA,154.62723,392.9304,2064.251799,GasA,Ex,Y,SBrkr,1894.25712,1133.150894,0,3027.408014,1,0,2.713122,0.713122,3.426244,1,Ex,11.426244,Sev,1.286878,Gd,Basment,2004,Fin,3,792.517622,TA,TA,Y,358.700377,46.327607,0,0,198.524881,0,NA,NA,NA,0,5.426244,2009.713122,WD,Normal,542876.9256
1054,50.047172,RL,75,14386.66048,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Unf,8.751179,5,2004.018869,2004.267689,Hip,CompShg,Stone,Stone,Stone,201.31605,Ex,TA,PConc,Ex,TA,Gd,GLQ,1305.36675,Unf,0,581.571852,1886.938602,GasA,Ex,Y,SBrkr,1911.933885,929.208781,0,2841.142666,1,0,2.248821,0.751179,3.248821,1,Ex,10.751179,Typ,1,Gd,Attchd,2004,Fin,2.751179,780.367938,TA,TA,Y,160.337258,68.239386,72.406827,0,0,0,NA,NA,NA,0,9.507076,2007.751179,New,Partial,442214.9264
1055,23.51774,RL,105,15295.56703,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.912057,5,2008,2008.087943,Hip,CompShg,VinylSd,VinylSd,Stone,219.699341,Ex,TA,PConc,Ex,TA,Gd,GLQ,1611.603857,BLQ,491.59846,871.194539,2974.396857,GasA,Ex,Y,SBrkr,2343.25375,95.682515,0,2438.936265,0.912057,0,2.087943,0.087943,2.175887,1,Ex,10.175887,Typ,1.912057,Gd,Attchd,2008,Fin,3,702.604334,TA,TA,Y,4.573061,80.618462,0,0,171.934757,0,NA,NA,NA,0,3.73617,2009,WD,Normal,557456.5254
1056,60,RL,112,13762.16663,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.948851,5,2002.590805,2003.590805,Gable,CompShg,VinylSd,VinylSd,BrkFace,655.918395,Gd,TA,PConc,Ex,TA,Av,GLQ,999.274147,Unf,0,567.099419,1566.373566,GasA,Ex,Y,SBrkr,1567.805749,1106.639075,0,2674.444824,1,0,2,1,3.051149,1,Ex,9.948851,Typ,1.948851,Gd,BuiltIn,2003,Fin,3,730.296549,TA,TA,Y,379.540241,7.467812,10.332178,0,0,0,NA,NA,NA,0,3.204598,2008.051149,WD,Normal,412014.0807
1057,60,RL,107,24927.78251,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5.761492,1994.238508,1995.238508,Gable,WdShake,HdBoard,HdBoard,BrkFace,1219.609755,Ex,TA,PConc,Ex,TA,Gd,GLQ,1438.781426,Unf,0,882.625237,2321.406664,GasA,Ex,Y,SBrkr,2297.794328,1853.873359,0,4151.667687,0.238508,0.761492,3,1,4,1,Ex,10,Typ,1.761492,Fa,Attchd,1994,Fin,3,826.037289,TA,TA,Y,376.991323,56.201219,0,0,0,0,NA,NA,NA,0,2.431051,2006.761492,WD,Normal,723993.9033
1058,51.248841,RL,109,13854.70958,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Unf,9,5,2003.656337,2004.656337,Gable,CompShg,Stucco,Stone,BrkFace,587.646138,Gd,TA,PConc,Ex,TA,Av,LwQ,793.720563,Unf,0,898.389094,1692.109657,GasA,Ex,Y,SBrkr,1692.109657,856.218245,0,2548.327901,0.781221,0,2,1,3,1,Ex,9.562442,Typ,1.781221,Gd,BuiltIn,2004,Fin,3,727.312674,TA,TA,Y,339.617003,21.440339,0,0,31.066614,0,NA,NA,NA,0,3.437558,2007.781221,WD,Normal,413112.1436
1059,58.227824,RL,107,13959.22876,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.044304,5,2008,2008.955696,Hip,CompShg,VinylSd,VinylSd,Stone,414.075816,Ex,TA,PConc,Ex,TA,Gd,Unf,78.28586,Unf,23.880067,1692.088046,1794.253972,GasA,Ex,Y,SBrkr,1763.595334,1039.796822,0,2803.392156,0.044304,0,2.955696,0.955696,3.911391,1,Ex,11.911391,Typ,1.044304,Gd,BuiltIn,2009,RFn,3,1004.582072,TA,TA,Y,49.696172,165.65817,0,0,191.025303,0,NA,NA,NA,0,1.132913,2009,New,Partial,581695.4454
